,Concept 1,Concept 2,Count
1670,Climate Related Hazards – Marine Hazards,Sectors – Industry,129
1671,Financial Flows – Financial Flow,Renewables – Wind Energy,2342
1672,Climate Related Hazards – Health Hazards,Deforestation – Forest-Risk Commodities,107
1673,Climate Related Hazards – Marine Hazards,Financial Flows – Financial Flow,999
1674,Climate Related Hazards – Marine Hazards,Climate Related Hazards – Marine Hazards,1769
1675,Climate Related Hazards – Extreme Weather,Renewables – Renewable Energy (General),380
1676,Renewables – Renewable Hydrogen,Sectors – Transport,122
1677,Good Practice And Opportunities – Opportunity,Renewables – Renewable Hydrogen,81
1678,Barriers And Challenges – Barriers,Renewables – Renewable Hydrogen,16
1679,Policy Instruments – Information And Education,Renewables – Renewable Hydrogen,60
1680,Renewables – Renewable Hydrogen,Sectors – Energy,474
1681,Climate Related Hazards – Environmental Degradatation,Good Practice And Opportunities – Good Practice,60
1682,Financial Flows – Financial Flow,Greenhouse Gases – Ozone,304
1683,Adaptation – Adaptation,Greenhouse Gases – Ozone,73
1684,Greenhouse Gases – Methane,Sectors – Fisheries & Aquaculture,206
1685,Greenhouse Gases – Nitrous Oxide,Sectors – Fisheries & Aquaculture,50
1686,Fossil Fuels – Gas,Sectors – Fisheries & Aquaculture,153
1687,Greenhouse Gases – Chlorofluorocarbons,Greenhouse Gases – Hydrofluorocarbons,444
1688,Greenhouse Gases – Chlorofluorocarbons,Greenhouse Gases – Chlorofluorocarbons,130
1689,Greenhouse Gases – Hydrochlorofluorocarbons,Greenhouse Gases – Hydrochlorofluorocarbons,129
1690,Equity And Just Transition – Equity And Justice,Greenhouse Gases – Greenhouse Gases,467
1691,Renewables – Heat Pumps,Renewables – Renewable Hydrogen,5
1692,Policy Instruments – Information And Education,Renewables – Heat Pumps,72
1693,Equity And Just Transition – Inequality & Human Rights,Renewables – Heat Pumps,1
1694,Renewables – Heat Pumps,Renewables – Renewable Energy (General),248
1695,Renewables – Geothermal Energy,Renewables – Renewable Hydrogen,17
1696,Renewables – Renewable Hydrogen,Renewables – Renewable Hydrogen,227
1697,Equity And Just Transition – Inequality & Human Rights,Renewables – Renewable Hydrogen,4
1698,Renewables – Renewable Hydrogen,Technologies (Mitigation) – Buildings And Homes Technologies,9
1699,Renewables – Renewable Energy (General),Renewables – Renewable Hydrogen,259
1700,Equity And Just Transition – Inequality & Human Rights,Renewables – Geothermal Energy,4
1701,Equity And Just Transition – Inequality & Human Rights,Technologies (Mitigation) – Buildings And Homes Technologies,3
1702,Equity And Just Transition – Inequality & Human Rights,Renewables – Renewable Energy (General),64
1703,Equity And Just Transition – Just Transition,Sectors – Transport,383
1704,Climate Related Hazards – Environmental Degradatation,Technologies (Mitigation) – Waste And Recycling Technologies,45
1705,Barriers And Challenges – Barriers,Greenhouse Gases – Ozone,47
1706,Deforestation – Forest-Risk Commodities,Technologies (Mitigation) – Waste And Recycling Technologies,140
1707,Equity And Just Transition – Equity And Justice,Sectors – Water Services,144
1708,Deforestation – Afforestation,Deforestation – Forest-Risk Commodities,148
1709,Deforestation – Afforestation,Policy Instruments – Economic Instruments,697
1710,Fossil Fuels – Fossil Fuel,Technologies (Mitigation) – Transport Technologies,200
1711,Deforestation – Forest-Risk Commodities,Technologies (Mitigation) – Carbon Capture And Storage,299
1712,Fossil Fuels – Coal,Sectors – Water Services,543
1713,Fossil Fuels – Coal,Technologies (Adaptation) – Hazard Management Technologies,85
1714,Greenhouse Gases – Nitrous Oxide,Policy Instruments – Information And Education,106
1715,Renewables – Renewable Energy (General),Technologies (Mitigation) – Waste And Recycling Technologies,324
1716,Good Practice And Opportunities – Good Practice,Technologies (Mitigation) – Waste And Recycling Technologies,50
1717,Good Practice And Opportunities – Good Practice,Sectors – Tourism,43
1718,Renewables – Wind Energy,Sectors – Water Services,127
1719,Deforestation – Reforestation,Sectors – Water Services,164
1720,Deforestation – Reforestation,Renewables – Bioenergy,400
1721,Greenhouse Gases – Methane,Renewables – Wind Energy,37
1722,Deforestation – Reforestation,Greenhouse Gases – Methane,22
1723,Deforestation – Reforestation,Fossil Fuels – Gas,27
1724,Deforestation – Reforestation,Renewables – Wind Energy,5
1725,Climate Related Hazards – Extreme Weather,Technologies (Mitigation) – Carbon Capture And Storage,346
1726,Equity And Just Transition – Gender Equality,Sectors – Transport,26
1727,Equity And Just Transition – Gender Equality,Sectors – Tourism,13
1728,Equity And Just Transition – Inequality & Human Rights,Sectors – Transport,38
1729,Equity And Just Transition – Inequality & Human Rights,Sectors – Tourism,30
1730,Fossil Fuels – Fossil Fuel,Sectors – Insurance & Financial Services,872
1731,Renewables – Geothermal Energy,Sectors – Buildings,102
1732,Barriers And Challenges – Barriers,Barriers And Challenges – Lessons Learned,46
1733,Sectors – Insurance & Financial Services,Technologies (Mitigation) – Transport Technologies,228
1734,Capacity Building – Capacity-Building,Technologies (Mitigation) – Transport Technologies,28
1735,Capacity Building – Capacity-Building,Sectors – Transport,170
1736,Barriers And Challenges – Barriers,Technologies (Mitigation) – Clean Technologies (General),119
1737,Barriers And Challenges – Challenges,Technologies (Mitigation) – Carbon Capture And Storage,524
1738,Deforestation – Forest-Risk Commodities,Technologies (Adaptation) – Hazard Management Technologies,76
1739,Good Practice And Opportunities – Good Practice,Renewables – Wind Energy,14
1740,Policy Instruments – Governance,Renewables – Wind Energy,134
1741,Renewables – Wind Energy,Technologies (Mitigation) – Energy And Power Technologies,458
1742,International Cooperation – International Cooperation,Mitigation – Mitigation,457
1743,Barriers And Challenges – Challenges,Sectors – Fisheries & Aquaculture,903
1744,Technologies (Adaptation) – Agriculture And Land Management Technologies,Technologies (Adaptation) – Agriculture And Land Management Technologies,90
1745,Barriers And Challenges – Barriers,Greenhouse Gases – Hydrofluorocarbons,146
1746,Greenhouse Gases – Sulphur Hexafluoride,Sectors – Water Services,59
1747,Greenhouse Gases – Perfluorocarbons,Sectors – Water Services,38
1748,Greenhouse Gases – Hydrofluorocarbons,Sectors – Water Services,130
1749,Mitigation – Mitigation,Vulnerable Groups – Vulnerable Groups,214
1750,Policy Instruments – Economic Instruments,Technologies (Mitigation) – Waste And Recycling Technologies,840
1751,Sectors – Buildings,Technologies (Mitigation) – Waste And Recycling Technologies,176
1752,Renewables – Renewable Energy (General),Sectors – Tourism,89
1753,Fossil Fuels – Oil,Policy Instruments – Governance,1024
1754,Equity And Just Transition – Gender Equality,Mitigation – Mitigation,234
1755,Greenhouse Gases – Ozone,Policy Instruments – Economic Instruments,91
1756,Greenhouse Gases – Ozone-Depleting Substances,Policy Instruments – Economic Instruments,69
1757,Policy Instruments – Economic Instruments,Technologies (Mitigation) – Agriculture And Land Management Technologies,101
1758,Fossil Fuels – Coal,Greenhouse Gases – Perfluorocarbons,29
1759,Financial Flows – Financial Flow,Greenhouse Gases – Perfluorocarbons,126
1760,Equity And Just Transition – Just Transition,Greenhouse Gases – Perfluorocarbons,9
1761,Greenhouse Gases – Perfluorocarbons,Policy Instruments – Economic Instruments,99
1762,Greenhouse Gases – Perfluorocarbons,Mitigation – Mitigation,113
1763,Good Practice And Opportunities – Success,Loss And Damage – Loss & Damage,25
1764,Capacity Building – Capacity-Building,Climate Related Hazards – Health Hazards,103
1765,Equity And Just Transition – Inequality & Human Rights,Mitigation – Mitigation,382
1766,Deforestation – Forests,Equity And Just Transition – Gender Equality,54
1767,Deforestation – Forests,Equity And Just Transition – Inequality & Human Rights,106
1768,Equity And Just Transition – Gender Equality,Sectors – Energy,78
1769,Equity And Just Transition – Gender Equality,Vulnerable Groups – Local And Rural Communities,47
1770,Vulnerable Groups – Vulnerable Groups,Vulnerable Groups – Vulnerable Groups,183
1771,Equity And Just Transition – Gender Equality,Equity And Just Transition – Just Transition,198
1772,Renewables – Renewable Energy (General),Vulnerable Groups – Women And Girls,750
1773,Equity And Just Transition – Gender Equality,Renewables – Renewable Energy (General),36
1774,Financial Flows – Financial Flow,Greenhouse Gases – Carbon Dioxide,5234
1775,Barriers And Challenges – Lessons Learned,Loss And Damage – Loss & Damage,17
1776,Good Practice And Opportunities – Good Practice,Loss And Damage – Loss & Damage,24
1777,Climate Related Hazards – Marine Hazards,Deforestation – Forests,344
1778,Climate Related Hazards – Marine Hazards,Deforestation – Deforestation,52
1779,Sectors – Health Services,Vulnerable Groups – Indigenous People,343
1780,Adaptation – Adaptation,Equity And Just Transition – Equity And Justice,1275
1781,Equity And Just Transition – Equity And Justice,Loss And Damage – Loss & Damage,174
1782,Barriers And Challenges – Barriers,Good Practice And Opportunities – Good Practice,121
1783,Climate Related Hazards – Environmental Degradatation,Loss And Damage – Loss & Damage,50
1784,Loss And Damage – Loss & Damage,"Sectors – Agriculture, Forestry And Other Land Use",172
1785,Climate Related Hazards – Marine Hazards,Loss And Damage – Loss & Damage,86
1786,Deforestation – Deforestation,Loss And Damage – Loss & Damage,9
1787,Deforestation – Forests,Loss And Damage – Loss & Damage,50
1788,Climate Related Hazards – Marine Hazards,Policy Instruments – Governance,167
1789,Good Practice And Opportunities – Opportunity,Loss And Damage – Loss & Damage,158
1790,Barriers And Challenges – Lessons Learned,Sectors – Health Services,17
1791,Policy Instruments – Economic Instruments,Vulnerable Groups – Indigenous People,616
1792,Climate Related Hazards – Marine Hazards,Vulnerable Groups – Women And Girls,26
1793,Climate Related Hazards – Marine Hazards,Sectors – Health Services,154
1794,Climate Related Hazards – Marine Hazards,Vulnerable Groups – Children,32
1795,Loss And Damage – Loss & Damage,Technologies (Adaptation) – Hazard Management Technologies,40
1796,Equity And Just Transition – Just Transition,Loss And Damage – Loss & Damage,188
1797,Good Practice And Opportunities – Case Study,Good Practice And Opportunities – Good Practice,29
1798,Good Practice And Opportunities – Case Study,Policy Instruments – Information And Education,316
1799,Good Practice And Opportunities – Case Study,Sectors – Water Services,190
1800,Good Practice And Opportunities – Case Study,Policy Instruments – Regulatory Instruments,119
1801,Good Practice And Opportunities – Case Study,Loss And Damage – Loss & Damage,9
1802,Loss And Damage – Loss & Damage,Sectors – Water Services,90
1803,Climate Related Hazards – Marine Hazards,Sectors – Insurance & Financial Services,139
1804,Good Practice And Opportunities – Case Study,Policy Instruments – Economic Instruments,157
1805,Barriers And Challenges – Lessons Learned,Good Practice And Opportunities – Case Study,17
1806,Adaptation – Adaptation,Good Practice And Opportunities – Case Study,409
1807,Good Practice And Opportunities – Case Study,Sectors – Insurance & Financial Services,121
1808,Barriers And Challenges – Lessons Learned,Barriers And Challenges – Lessons Learned,23
1809,Barriers And Challenges – Lessons Learned,Capacity Building – Capacity-Building,73
1810,Loss And Damage – Loss & Damage,Sectors – Fisheries & Aquaculture,60
1811,Good Practice And Opportunities – Case Study,Vulnerable Groups – Women And Girls,41
1812,Equity And Just Transition – Just Transition,Good Practice And Opportunities – Case Study,58
1813,Equity And Just Transition – Gender Equality,Loss And Damage – Loss & Damage,6
1814,Financial Flows – Financial Flow,Vulnerable Groups – Indigenous People,1305
